VH-VL pair,split
7shy_C0-D0,train
7shy_E0-F0,train
7si0_E0-F0,train
7si0_I0-J0,train
7si0_C0-D0,train
7si0_K0-L0,train
2xkn_D0-C0,train
2xkn_B0-A0,train
2xqb_H0-L0,train
2xqy_J0-K0,train
2xqy_G0-L0,train
2xra_H0-L0,train
2xtj_D0-B0,train
2xza_H0-L0,valid
2xzc_H0-L0,unassigned
6y49_H0-L0,unassigned
3zl4_H0-L0,unassigned
5tjd_H0-L0,unassigned
5ado_H0-L0,unassigned
5adp_H0-L0,unassigned
6y1k_H0-L0,unassigned
6y1l_H0-L0,unassigned
6y1m_H0-L0,unassigned
2xzq_H0-L0,train
2y06_H0-L0,train
2y07_H0-L0,train
1a6u_H0-L0,train
1a6v_I0-M0,train
1a6v_J0-N0,train
1a6v_H0-L0,train
1a6w_H0-L0,train
2y36_H0-L0,train
1ngp_H0-L0,train
1ngq_H0-L0,train
2y5t_A0-B0,train
2vl5_A0-B0,train
2vl5_C0-D0,train
2y6s_H0-L0,train
2y6s_D0-C0,train
2ybr_A0-B0,unassigned
2ybr_D0-E0,unassigned
2ybr_G0-H0,unassigned
2yc1_A0-B0,valid
2yc1_D0-E0,unassigned
4v1d_A0-B0,train
2ykl_H0-L0,train
2yk1_H0-L0,train
2z91_C0-D0,train
2z91_A0-B0,train
2z92_A0-B0,train
2z93_C0-D0,train
3cfd_B0-A0,train
3cfd_H0-L0,train
4z0x_B0-A0,train
7qqb_H0-L1,train
8fa8_H0-L0,train
8fa7_H0-L0,train
8fb5_A0-B0,train
8fb5_C0-D0,train
8fb5_E0-F0,train
8fb5_G0-H0,train
8fa9_H0-L0,train
8fb6_A0-B0,train
8fb8_H0-L0,train
8fb7_A0-B0,train
8fb7_H0-L0,train
8fa6_H0-L0,train
8fa6_A0-B0,train
8fdd_A0-B0,train
15c8_H0-L0,train
25c8_H0-L0,train
35c8_H0-L0,train
1a0q_H0-L0,train
1a14_H0-L0,train
1nma_H0-L0,train
1nmb_H0-L0,train
1nmc_H0-L0,train
1nmc_B0-C0,train
1a2y_B0-A0,train
1a7n_H0-L0,train
1a7o_H0-L0,train
1a7p_H0-L0,train
1a7q_H0-L0,train
1a7r_H0-L0,train
1vfa_B0-A0,train
1vfb_B0-A0,train
1kir_B0-A0,train
1bvk_B0-A0,train
1bvk_E0-D0,train
1bvl_A0-B0,train
1bvl_C0-D0,train
1kip_B0-A0,train
1kiq_B0-A0,train
1dvf_B0-A0,train
1g7h_B0-A0,train
1cic_D0-C0,train
1g7j_B0-A0,train
1g7l_B0-A0,train
1g7m_B0-A0,train
1fdl_H0-L0,train
1g7i_B0-A0,train
1a4j_B0-A0,train
1a4j_H0-L0,train
1a4k_H0-L0,train
1a4k_B0-A0,train
1a5f_H0-L0,train
1a6t_D0-C0,train
1a6t_B0-A0,train
1ad0_B0-A0,train
1ad0_D0-C0,train
1clo_H0-L0,train
1ad9_H0-L0,train
1ad9_B0-A0,train
1ae6_H0-L0,train
1adq_H0-L0,train
1ai1_H0-L0,train
1acy_H0-L0,train
1aif_H0-L0,train
1aif_B0-A0,train
1iai_I0-M0,train
1ap2_B0-A0,train
1ap2_D0-C0,train
2ap2_A1-A0,train
2ap2_C1-C0,train
1mvu_B0-A0,train
1aqk_H0-L0,valid
1axs_H0-L0,train
1axs_B0-A0,train
1d5b_B0-A0,train
1d5b_H0-L0,train
1axt_H0-L0,train
3fo9_H0-L0,train
3fo9_B0-A0,train
1b2w_H0-L0,unassigned
1b4j_H0-L0,unassigned
1t04_B0-A0,unassigned
1t04_D0-C0,unassigned
1t3f_B0-A0,test
1baf_H0-L0,train
1bbd_H0-L0,train
1a3r_H0-L0,train
1bbj_B0-A0,train
1bbj_H0-L0,train
1fn4_B0-A0,train
1fn4_D0-C0,train
1for_H0-L0,train
7qf0_H0-L0,test
7qf1_E0-D0,train
7qf1_C0-B0,train
7u61_H0-L0,train
5xku_C0-B0,train
7ua8_I0-I1,train
7ua8_H0-H1,train
7uqc_B0-A0,train
7uqc_H0-G0,train
7uqc_J0-I0,train
7uqc_E0-D0,train
7k7r_B0-A0,train
7k7r_E0-D0,train
7pi2_B0-C0,train
7pi2_E0-F0,train
7pi2_H0-I0,train
7pi2_K0-L0,train
7pi3_B0-C0,train
7pi3_I0-J0,train
7pi3_P0-Q0,train
7pi3_W0-X0,train
8cde_D0-C0,train
8dcn_D0-E0,train
8dcn_A0-B0,train
8ez8_H0-L0,train
8fxb_H0-L0,train
8fxc_H0-L0,train
8s9g_H0-L0,train
8hws_I0-J0,train
7xsw_H0-L0,train
7xsw_A0-B0,train
7xck_A0-B0,train
7xco_M0-N0,train
7xco_H0-L0,train
7xco_O0-P0,train
7r6w_A0-B0,train
7sob_G0-I0,train
7sob_H0-J0,train
7sob_N0-O0,train
7soc_H0-L0,train
7bep_H0-L0,train
7bep_G0-I0,train
8df5_A0-B0,train
8df5_C0-D0,train
6wps_H0-L0,train
6wps_C0-D0,train
6wps_F0-G0,train
6ws6_A0-B0,train
6ws6_E0-F0,train
6ws6_C0-D0,train
7tly_A0-B0,train
7tm0_L0-M0,train
7tm0_J0-K0,train
7tm0_N0-O0,train
7tn0_B0-A0,train
7tn0_C0-D0,train
7yad_A0-B0,train
7yad_C0-D0,train
7l0n_A0-B0,train
7l0n_C0-D0,train
7jx3_A0-B0,train
8hes_H0-L0,train
8hgl_H0-L0,train
8hgl_C0-D0,train
8hgl_F0-G0,train
8hgm_C0-D0,train
7ljb_E0-D0,train
7ljb_G0-F0,train
4wfe_E0-D0,train
4wfe_G0-F0,train
4wff_E0-D0,train
4wff_G0-F0,train
4wfg_E0-D0,train
4wfg_G0-F0,train
4wfh_E0-D0,train
4wfh_G0-F0,train
4i9w_E0-D0,train
4i9w_G0-F0,train
7lj4_E0-D0,train
7lj4_G0-F0,train
7lj5_E0-D0,train
7lj5_G0-F0,train
7tz5_H0-N0,train
7tz5_I0-L0,train
7tz5_J0-M0,train
7tzh_A0-A1,train
7tzh_C0-C1,train
1ifh_H0-L0,train
1hil_B0-A0,train
1hil_D0-C0,train
1him_L0-H0,train
1him_M0-J0,train
1hin_H0-L0,train
1igf_H0-L0,train
1igf_J0-M0,train
2igf_H0-L0,train
1igi_H0-L0,train
1igj_D0-C0,train
1igj_B0-A0,train
1igm_H0-L0,train
1igt_D0-C0,train
1igt_B0-A0,train
1ikf_H0-L0,train
1il1_A0-B0,train
1ine_H0-L0,train
1ind_H0-L0,train
1iqd_B0-A0,valid
1sm3_H0-L0,train
5owp_H0-H1,train
8axh_H0-H1,train
5n7b_H0-H1,train
6tgg_H0-H1,train
6fzq_H0-H1,train
6fzr_H0-H1,train
5a2i_H0-H1,train
5a2j_H0-H1,train
5a2k_H0-H1,train
5a2l_H0-H1,train
1svz_A1-A0,train
1svz_B1-B0,train
1cl7_H0-L0,train
1n4x_H0-L0,train
1sy6_H0-L0,train
1t4k_B0-A0,train
1t4k_D0-C0,train
1tpx_B0-C0,train
1tqc_B0-C0,train
1tqb_B0-C0,train
1tzh_H0-L0,train
1tzh_B0-A0,train
1tzi_B0-A0,train
3bn9_F0-E0,valid
3bn9_D0-C0,unassigned
3wii_H0-L0,train
3wii_I0-M0,train
3wih_H0-L0,train
3wih_I0-M0,train
3wlw_C0-D0,train
3wlw_H0-L0,train
5f9o_H0-L0,train
5f9w_H0-L0,train
5f9w_B0-C0,train
5fb8_B0-A0,train
5fcs_L1-H0,train
5fcs_H1-L0,train
5feh_B0-A0,train
5feh_D0-C0,train
5feh_F0-E0,train
1kno_B0-A0,train
1kno_D0-C0,train
1kno_F0-E0,train
2gfb_B0-A0,train
2gfb_D0-C0,train
2gfb_H0-G0,train
2gfb_J0-I0,train
2gfb_N0-M0,train
2gfb_P0-O0,train
2gfb_F0-E0,train
2gfb_L0-K0,train
1s5i_H0-L0,train
7yzj_H0-L0,train
1f8t_H0-L0,train
1f90_H0-L0,train
2aj3_B0-A0,train
2aj3_D0-C0,train
2aj3_F0-E0,train
2ajs_H0-L0,train
2aju_H0-L0,train
2ajv_H0-L0,train
2ajx_H0-L0,train
2ajy_H0-L0,train
2ajz_B0-A0,train
2ajz_H0-L0,train
2ak1_H0-L0,train
6zqk_B0-A2,train
6zqk_D0-C2,train
2gjj_A1-A0,train
2gjj_B1-B0,train
3h3b_C1-C0,train
3h3b_D1-D0,train
6ztd_H0-L0,train
6ztf_A0-B0,valid
6ztf_H0-L0,unassigned
6ztr_A0-B0,unassigned
6ztr_H0-L0,unassigned
6zvf_H0-L0,train
8dy4_A0-A1,unassigned
5hhv_H0-L0,train
8dy1_C1-C0,unassigned
8dy1_D1-D0,unassigned
8dy5_A1-A0,valid
8dy5_B1-B0,unassigned
2vxs_H0-L0,train
2vxs_I0-M0,train
2vxs_J0-N0,train
2vxs_K0-O0,train
6t9e_AAA0-BBB0,train
6t9e_HHH0-LLL0,train
6t9d_AAA0-BBB0,train
6t9d_HHH0-LLL0,train
6vbp_J0-I0,train
6vbp_H0-L0,train
6vbp_A0-B0,train
6vbp_C0-D0,train
6vbq_A0-B0,train
6vbq_E0-F0,train
6vbq_H0-L0,train
6vbq_C0-D0,train
6vc9_H0-L0,train
7ej5_H0-L0,train
7ej5_I0-M0,train
7ej5_J0-N0,train
7f7e_C0-L0,train
7f9w_B0-C0,train
7fjc_H0-L0,train
7fci_H0-L0,train
7fjn_H0-L0,train
7fjn_I0-J0,train
7fjo_F0-G0,train
7fjo_H0-L0,train
7fjo_J0-K0,train
7fjs_H0-L0,train
7fjs_C0-A0,train
7jhg_H0-L0,train
7kql_H0-L0,train
7kr5_M0-N0,train
7kr5_O0-P0,train
7kr5_H0-L0,train
3uzv_B0-B1,train
3uzq_A0-A1,train
3uyp_A0-A1,train
3uze_A0-A1,train
3uze_B0-B1,train
4otx_I0-M0,train
4otx_H0-L0,train
4q0x_H0-L0,train
4qhl_A0-B0,train
4qhl_C0-D0,train
6vpy_A0-B0,train
6vpy_H0-L0,train
5ocy_H0-L0,unassigned
5od0_H0-L0,valid
5ocx_H0-L0,unassigned
5ock_H0-L0,unassigned
6zjg_HHH0-LLL0,train
5od8_A0-B0,train
5odb_A0-B0,train
5opy_H0-L0,train
5otj_H0-L0,unassigned
5otj_B0-A0,unassigned
8ojt_H0-L0,valid
8ojs_B0-A0,unassigned
8ojs_H0-L0,unassigned
8ojv_H0-L0,unassigned
8oju_H0-L0,unassigned
8q6k_H0-L0,unassigned
5sx4_J0-I0,train
5sx4_H0-L0,train
5sx5_J0-K0,train
5sx5_H0-L0,train
1ken_T0-U0,train
1ken_H0-L0,train
1z3g_H0-L0,train
1z3g_I0-M0,train
1za6_B0-A0,train
1za6_D0-C0,train
1za6_F0-E0,train
1za6_H0-G0,train
1zan_H0-L0,train
1ztx_H0-L0,train
2a77_H0-L0,train
2ai0_H0-L0,train
2ai0_I0-M0,train
2ai0_J0-N0,train
2ai0_K0-O0,train
2a1w_H0-L0,train
2a1w_I0-M0,train
2a9m_H0-L0,unassigned
2a9m_I0-M0,test
2a9n_H0-L0,train
2a9n_I0-M0,train
2aab_H0-L0,train
2adf_H0-L0,train
2adg_B0-A0,train
2adi_B0-A0,train
2adj_B0-A0,train
2aep_H0-L0,train
2aeq_H0-L0,train
3bqu_D0-C0,train
4al8_H0-L0,train
4ala_H0-L0,train
4am0_A0-B0,train
4am0_C0-D0,train
4am0_E0-F0,train
4am0_H0-L0,train
7ssc_H0-L0,train
7u64_A0-B0,train
7u64_C0-D0,train
7u64_E0-F0,train
7u64_G0-H0,train
7u64_I0-J0,train
7u64_K0-L0,train
7u64_M0-N0,train
7u64_O0-P0,train
7u64_Q0-R0,train
1i8m_H0-L0,train
1i8m_B0-A0,train
1xf2_H0-L0,train
1xf2_B0-A0,train
1xf3_B0-A0,train
1xf3_H0-L0,train
1xf4_H0-L0,train
1xf4_B0-A0,train
2fr4_H0-L0,train
2fr4_B0-A0,train
4lmq_H0-L0,train
4lmq_E0-I0,train
4ncc_H0-L0,train
4ncc_20-10,train
7l5j_Y0-X0,train
7l5j_W0-L0,train
5dk3_B0-A0,valid
5dk3_G0-F0,unassigned
5jxe_D0-C0,unassigned
5jxe_G0-F0,unassigned
5b8c_B0-A0,unassigned
5b8c_E0-D0,unassigned
5b8c_H0-G0,unassigned
5b8c_K0-J0,unassigned
5ggs_A0-B0,unassigned
5ggs_C0-D0,unassigned
5dlm_I0-M0,train
5dlm_H0-L0,train
5dmg_H0-L0,train
5dmg_C0-D0,train
5dmg_E0-F0,train
5dqd_H0-L0,train
5dqj_H0-L0,train
5dqj_A0-B0,train
5dr5_H0-L0,train
5drw_A0-B0,train
5drx_A0-B0,train
5drx_H0-L0,train
5drz_H0-L0,train
5drz_B0-A0,train
7n04_H0-L0,train
7n05_H0-L0,train
5dsc_A0-B0,train
5dsc_C0-D0,train
5dsc_E0-F0,train
5dsc_H0-L0,train
5dtf_A0-B0,train
5dtf_H0-L0,train
5dub_A0-B0,train
5dub_H0-L0,train
5ds8_A0-B0,train
5ds8_H0-L0,train
5dum_H0-L0,train
5dup_H0-L0,train
5dur_B0-D0,train
5dur_H0-L0,train
5dyo_H0-L0,train
5dyo_A0-B0,train
5e08_H0-L0,train
5e2t_H0-L0,train
5e2u_H0-L0,train
5e2v_H0-L0,train
5e2w_H0-L0,train
8eee_H0-L0,train
8eee_A0-B0,train
8ef0_H0-L0,train
8eh5_H0-L0,train
8eh5_M0-N0,train
8eh5_O0-P0,train
7rqp_A0-B0,train
7rqr_A0-B0,test
7rqr_H0-L0,unassigned
8eq6_H0-L0,train
8g3r_C0-B0,train
8g3q_C0-B0,train
8g3q_I0-D0,train
8g3q_A0-L0,train
8g3z_H0-L0,train
8g3z_E0-F0,train
8g3z_G0-I0,train
8g3z_J0-K0,train
8g40_A0-L0,train
8g40_B0-M0,train
8g40_C0-N0,train
8g30_E0-F0,train
8g30_H0-L0,train
8g30_G0-I0,train
8g30_J0-K0,train
8g3v_A0-L0,train
8g3v_B0-M0,train
8g3v_C0-N0,train
8g3v_D0-O0,train
8g4t_H0-L0,train
8g4t_D0-E0,train
8g4t_J0-K0,train
6x7w_H0-L0,train
6x7w_A0-C0,train
8gc0_H0-L0,train
8gho_A0-B0,train
8gho_H0-L0,train
8h7z_F0-I0,train
8h7l_D0-G0,train
8h7l_E0-H0,train
8h7l_F0-I0,train
8saw_C0-D0,train
8saw_H0-I0,train
8saw_M0-N0,train
5u15_A0-B0,train
5u15_H0-L0,train
8sb2_C0-D0,train
8sb2_H0-I0,train
8sb2_M0-N0,train
8tui_H0-L0,train
1qkz_H0-L0,train
4hbc_H0-L0,train
6pil_A0-A1,train
6pk8_A0-A1,train
6pk8_D0-D1,train
6pk8_B0-B1,train
6pk8_C0-C1,train
4hc1_M0-N0,train
4hc1_H0-L0,train
6a4k_H0-L0,unassigned
6a4k_I0-M0,unassigned
6a4k_J0-N0,unassigned
6a4k_K0-O0,unassigned
6jp7_H0-L0,valid
6igu_H0-L0,train
6a9k_H0-L0,train
6a9k_B0-A0,train
7bq5_C0-D0,train
7bq5_H0-L0,train
7f2s_A0-B0,train
7fcp_B0-D0,train
7fcq_H0-L0,train
7fcp_H0-L0,train
7v64_B0-A0,train
7v7k_B0-A0,train
7v3q_B0-A0,train
7v3q_D0-C0,train
7v4w_B0-A0,train
7vyr_A0-B0,unassigned
7vyr_H0-L0,test
7wn2_H0-L0,train
7wn2_B0-C0,train
8i5i_H0-L0,train
7wsl_H0-L0,test
8gy5_A0-B0,train
8gy5_H0-L0,train
7wvm_A0-B0,train
7wvm_C0-D0,train
8hws_D0-E0,train
8hwt_D0-E0,train
7xcp_H0-L0,train
8df5_H0-L0,train
8df5_M0-N0,train
7tn0_H0-G0,train
7tn0_M0-N0,train
7l0n_H0-L0,train
7l0n_M0-N0,train
7jx3_H0-L0,train
8r8d_H0-L0,train
8r8d_E0-I0,train
8t7f_C0-G0,train
8t7f_A0-B0,train
8t7f_D0-E0,train
8t7f_F0-H0,train
8t7f_I0-J0,train
8t7f_K0-L0,train
8t7g_A0-B0,train
8t7i_A0-B0,train
4hf5_H0-L0,train
4hfu_H0-L0,train
4hfw_B0-A0,train
4hfw_H0-L0,train
6ion_H0-L0,train
6j5d_H0-L0,train
6j5f_H0-L0,train
6j5g_H0-L0,train
7c4s_J0-K0,train
7c4s_H0-L0,train
7c88_A0-B0,train
7c88_H0-L0,train
7chy_H0-L0,train
7coe_B0-C0,train
7coe_H0-L0,train
7dpm_A0-B0,train
7dpm_D0-E0,train
7dpm_G0-H0,train
7dpm_J0-K0,train
7e5o_H0-L0,train
7sgm_H0-L0,train
7sgm_K0-M0,train
7sgm_X0-Y0,train
6w9g_H0-L0,train
6w9g_K0-M0,train
6w9g_X0-Y0,train
7sen_H0-L0,train
6w5a_H0-L0,train
6w4w_H0-L0,train
1i9r_H0-L0,train
1i9r_K0-M0,train
1i9r_X0-Y0,train
6bjz_H0-L0,train
7vmz_H0-L0,train
7wph_H0-L0,train
7wph_E0-D0,train
7xeg_C0-D0,train
7xeg_E0-F0,train
7xei_C0-D0,train
7xei_E0-F0,train
7xrz_H0-L0,train
7xrz_B0-A0,train
7c61_H0-L0,train
7c6a_H0-L0,train
7xy8_I0-M0,train
7xy8_H0-L0,train
7yck_C0-D0,train
7yck_E0-F0,train
7ycl_A0-B0,test
7ycl_H0-L0,unassigned
8dpl_F0-G0,train
8dpl_A0-B0,train
8dpl_K0-L0,train
8dpl_H0-H1,train
8dpl_C0-C1,train
8dpl_O0-O1,train
8dpm_H0-H1,train
8dpm_C0-C1,train
8dpm_M0-M1,train
6dg2_A0-B0,train
6dg2_C0-D0,train
8dpm_I0-J0,train
8dpm_D0-E0,train
8dpm_N0-O0,train
8dz3_H0-L0,train
8dz3_A0-B0,train
8dz3_C0-D0,train
8dz3_E0-F0,train
8dz3_M0-N0,train
8dz3_O0-P0,train
8dz3_Q0-R0,train
8f95_H0-L0,train
8f95_A0-B0,train
8f9e_H0-L0,train
8f9e_A0-B0,train
8f9f_H0-L0,train
8f9f_A0-B0,train
8f9s_H0-L0,train
8f9s_A0-B0,train
8f9t_A0-B0,train
8f9t_H0-L0,train
4wv1_E0-D0,train
4wv1_B0-A0,train
4xwg_H0-L0,train
5bv7_C0-B0,train
5v6l_I0-M0,train
5v6l_H0-L0,train
5v6m_H0-L0,train
5v7r_H0-L0,train
5v7u_H0-L0,valid
6h06_A0-B0,unassigned
6h06_H0-L0,unassigned
6h06_C0-D0,unassigned
6h06_E0-F0,unassigned
6h0e_H0-L0,valid
6h0e_E0-F0,unassigned
6h0e_A0-B0,unassigned
6h0e_C0-D0,unassigned
8gje_H0-L0,train
8gje_G0-J0,train
8gje_I0-K0,train
4jpv_H0-L0,train
7mxd_C0-D0,train
7mxd_J0-K0,train
7mxd_S0-U0,train
8c8t_R0-T0,train
8c8t_S0-U0,train
7pc2_K0-L0,train
7pc2_G0-H0,train
7pc2_I0-J0,train
4lsv_H0-L0,train
5vag_C0-B0,train
5vcn_F0-E0,train
5vcn_D0-C0,train
5vf6_A1-A0,train
5vgj_H0-L0,train
5ewi_H0-L0,train
8w83_A0-B0,unassigned
8w83_E0-F0,unassigned
8w83_I0-J0,unassigned
8w83_M0-N0,unassigned
8w84_A0-B0,valid
1jgv_H0-L0,train
1jgu_H0-L0,train
1jhl_H0-L0,train
1jn6_B0-A0,train
1jnh_B0-A0,train
1jnh_D0-C0,train
1jnh_F0-E0,train
1jnh_H0-G0,train
1jnn_H0-L0,train
1jnl_H0-L0,train
1t66_D0-C0,train
1t66_H0-L0,train
1wej_H0-L0,train
1qbl_H0-L0,train
1qbm_H0-L0,train
1wt5_A0-C0,train
2z4q_B0-A0,train
1wt5_B0-D0,train
1x9q_A1-A0,train
1xgp_B0-A0,train
1xgq_B0-A0,train
1xgr_B0-A0,train
1xgt_B0-A0,train
1xgu_B0-A0,train
1dqj_B0-A0,train
1dqm_H0-L0,train
1dqq_B0-A0,train
1dqq_D0-C0,train
1nby_B0-A0,train
1nbz_B0-A0,train
1xgy_I0-M0,train
1xgy_H0-L0,train
1xiw_H0-G0,train
1xiw_D0-C0,train
1y0l_H0-L0,train
1y0l_B0-A0,train
1y0l_D0-C0,train
1y0l_F0-E0,train
1y18_H0-L0,train
1y18_B0-A0,train
1y18_D0-C0,train
1y18_F0-E0,train
3cfj_H0-L0,train
3cfj_B0-A0,train
3cfj_D0-C0,train
3cfj_F0-E0,train
3cfk_H0-L0,train
3cfk_B0-A0,train
3cfk_D0-C0,train
3cfk_F0-E0,train
3cfk_I0-G0,train
3cfk_K0-J0,train
3cfk_N0-M0,train
3cfk_P0-O0,train
3zkm_C0-D0,train
3zkm_H0-L0,train
3zkn_C0-D0,train
3zkn_H0-L0,train
5fhb_H0-L0,test
5fha_H0-L0,train
1mam_H0-L0,train
3v6z_A0-B0,train
3v6z_C0-D0,train
3v6f_A0-B0,train
3v6f_C0-D0,train
3v6f_E0-F0,train
3v6f_H0-L0,train
4z0b_H0-L0,train
5gs0_X0-Y0,train
5gs0_H0-L0,train
5gru_L0-H1,train
7s6c_E0-G0,train
7s6c_H0-F0,train
7s6d_E0-G0,train
7s6d_D0-F0,train
7m7f_C0-D0,train
7m7f_E0-F0,train
6fla_A0-B0,train
6fla_H0-L0,train
6flb_H0-L0,train
6mqm_A0-B0,train
6mqm_D0-E0,train
6mqm_G0-H0,train
6mqm_J0-K0,train
6mqr_H0-L0,train
6mqs_A0-B0,train
6mqs_C0-D0,train
6mto_H0-L0,train
7uz9_H0-L0,train
7uz9_P0-Q0,train
7uz9_M0-N0,train
7uzc_E0-F0,train
7uzc_H0-L0,train
7uza_H0-L0,train
7v05_A0-a0,train
7v05_N0-n0,train
7v05_B0-b0,train
7v05_C0-c0,train
7v05_D0-d0,train
7v05_E0-e0,train
7v05_F0-f0,train
7v05_G0-g0,train
7v05_H0-h0,train
7v05_I0-i0,train
7v05_J0-j0,train
7v05_K0-k0,train
7v05_L0-l0,train
7v05_M0-m0,train
7uyl_H0-L0,train
7uym_H0-L0,train
7v23_Q0-R0,train
7v23_S0-T0,train
7v23_O0-P0,train
7v24_H0-L0,train
7e8c_H0-L0,train
7e8c_S0-U0,train
7e8c_T0-V0,train
7e8f_H0-L0,train
7v2a_E0-D0,train
7v2a_G0-F0,train
7v2a_I0-H0,train
7v3l_D0-E0,train
7v3l_F0-G0,train
7v3l_H0-I0,train
7zce_E0-E1,train
7zce_F0-F1,train
7zce_G0-G1,train
1dl7_H0-L0,train
1dqd_H0-L0,train
1dql_H0-L0,train
1dsf_H0-L0,train
1dvf_D0-C0,train
1ggi_H0-L0,train
1ggi_J0-M0,train
1ggb_H0-L0,train
1gig_H0-L0,train
2vir_B0-A0,train
2vis_B0-A0,train
2vit_B0-A0,train
1gpo_I0-M0,train
1gpo_H0-L0,train
6weq_E0-F0,train
6weq_G0-H0,train
6weq_I0-J0,train
6weq_K0-L0,train
7k93_G0-G1,train
7k93_I0-I1,train
7k93_K0-K1,train
7k93_E0-E1,train
6wkm_H0-L0,train
8fwh_HHH0-LLL0,train
7djz_A0-B0,train
7ket_A0-B0,train
7ke1_A0-B0,train
7ke1_C0-D0,train
7kkh_B0-A0,valid
7raq_H0-L0,test
7nab_H0-L0,unassigned
7nab_A0-B0,unassigned
7si2_G0-F0,train
7si2_H0-L0,train
7si2_E0-D0,train
7t86_H0-L0,train
7t86_B0-A0,train
7t86_D0-C0,train
7t86_F0-E0,train
7t87_H0-L0,train
7t8w_H0-L0,train
7ps2_H0-L0,train
7ps3_H0-L0,test
7ps4_B0-C0,test
7ps4_H0-L0,unassigned
7ps5_H0-L0,train
7ps6_H0-L0,test
7ps6_C0-D0,train
7q0i_H0-L0,train
7q0i_A0-B0,train
7q4q_D0-C0,test
7q4q_B0-A0,unassigned
7q6c_H0-L0,train
7qez_H0-L0,train
8f5n_H0-L0,train
2qad_D0-C0,train
2qad_H0-G0,train
1rzg_A0-B0,train
1rzg_C0-D0,train
2vwe_L0-J0,train
2vwe_E0-C0,train
6a3w_A0-B0,train
6a3w_D0-E0,train
6a3w_G0-H0,train
6a3w_J0-K0,train
6mi2_A0-B0,train
6mi2_D0-E0,train
6bzw_C0-D0,train
6bzw_A0-B0,train
6bzw_E0-F0,train
6bzw_G0-H0,train
6h3h_C0-D0,train
6h3h_A0-B0,train
6lcs_A0-B0,train
6was_A0-B0,train
6was_H0-L0,train
6wdt_H0-L0,train
6wo4_H0-L0,train
7f7h_C0-D0,train
7f7h_A0-B0,train
7k9z_H0-L0,train
7k9z_B0-A0,train
7x8t_C0-B0,train
7x8t_F0-E0,train
7x8t_I0-H0,train
7x8t_L0-K0,train
8bg4_C0-C1,train
8bg4_A0-A1,train
8bg5_A0-A1,train
8bg5_C0-C1,train
8fym_H0-L0,train
8fym_B0-A0,train
8fym_E0-D0,train
8fym_I0-G0,train
8fwf_H0-L0,train
8fzp_A0-B0,train
8g19_H0-L0,train
8g1c_C0-D0,valid
8g1c_A0-B0,unassigned
5b3j_H0-L0,train
5b3j_E0-F0,train
5b4m_C0-D0,train
5b4m_H0-L0,train
5b6f_B0-A0,train
5b6f_D0-C0,train
5b6f_F0-E0,train
5b6f_H0-G0,train
5bjz_C0-L0,train
5bjz_D0-H0,train
6u8c_D0-C0,train
6u8c_H0-L0,train
5bk0_D0-C0,unassigned
5bk0_B0-A0,unassigned
6azx_C0-D0,valid
6azx_A0-B0,unassigned
5bk1_C0-D0,train
5bk1_H0-L0,train
5bk2_H0-L0,train
5bk2_C0-D0,train
5bk3_H0-L0,train
5bk3_A0-B0,train
5bk3_C0-D0,train
5bk3_E0-F0,train
5bk5_B0-A0,train
5bk5_H0-G0,train
5bk5_D0-C0,train
5bk5_F0-E0,train
5bmf_H0-L0,train
5bo1_I0-M0,train
5bo1_H0-L0,train
5bv7_H0-L0,train
5bvj_B0-A0,train
5bvj_D0-C0,train
5bvj_F0-E0,train
5bvj_H0-G0,train
5bvp_H0-L0,train
4g5z_H0-L0,train
4g6j_H0-L0,train
5bzd_D0-C0,train
5bzd_B0-A0,train
5bzw_B0-A0,train
5c0n_C0-D0,train
5c0n_H0-L0,train
5c0r_H0-L0,train
4hlz_G0-H0,train
4hlz_I0-J0,train
4hlz_K0-L0,train
5c2b_H0-H1,train
5cba_A0-B0,train
5cba_C0-D0,train
5c6w_H0-H1,test
5c6w_J0-J1,unassigned
5cbe_A0-B0,unassigned
5cbe_C0-D0,unassigned
5c8j_A0-B0,train
5c8j_E0-F0,train
5c8j_G0-H0,train
5c8j_C0-D0,train
5cck_H0-L0,train
5cd3_G0-H0,train
5cd3_A0-B0,train
5cd3_C0-D0,train
5cd3_E0-F0,train
5cd5_C0-D0,train
5cex_D0-C0,train
5cex_B0-A0,train
5cgy_C0-D0,train
5cgy_H0-L0,train
5chn_A0-B0,test
5chn_H0-L0,unassigned
3hr5_H0-L0,train
3hr5_B0-A0,train
3hr5_I0-P0,train
3hr5_J0-Q0,train
3i02_D0-C0,train
3i02_B0-A0,train
3i2c_H0-L0,train
3idx_H0-L0,train
3idy_H0-L0,train
3idy_B0-C0,train
3iet_B0-A0,train
3iet_D0-C0,train
3if1_B0-A0,train
3if1_D0-C0,train
6h2y_H0-L0,train
6h5n_C0-B0,unassigned
6h5n_F0-E0,unassigned
6e63_H0-L0,unassigned
6e63_B0-C0,unassigned
6e64_H0-L0,unassigned
6e64_A0-B0,unassigned
6e65_H0-L0,test
6e62_H0-L0,unassigned
6e62_B0-C0,unassigned
6hga_H0-L0,train
6hgu_A0-B0,train
6hgu_H0-L0,train
6hhc_H0-L0,train
5fcu_H0-L0,train
4rfe_H0-L0,train
4rfe_C0-D0,train
4rfe_E0-F0,train
4rfe_A0-B0,train
4rfn_H0-L0,train
4rfn_B0-C0,train
5i1h_H0-L0,train
